header,body,review_num,review_date,is_mobile_user
Cheapest Michelin star ever,"Missed this when in London when he came,so was a must do! Well looked at the new place (a photo is in the review) the layout looks like a McDonald’s so did this really get a Michelin star ? no it did not the chicken...More",40,2018-05-01,True
A little over-hyped but good food.,Had read prior about Hawker Chan so set out to find it and taste the cheapest Michelin Starred food in the world. Result -the Smith St restaurant has a bit of a fast food feel but the Hong Kong Soy Chicken & rice is tasty!...More,40,2018-05-01,True
Over-hyped!,"Even though this restaurant may have earned high marks in the past, virtually any hawker restaurant in the entire city would be a better choice than this one.  The chicken was so pink and underdone.  It came out cold as did the rice on the...More",10,2018-05-01,False
best soya sauce chicken and charsiew michelin star,the food was delicious and great value @ s$ 8  a dish.  The soy sauce chicken was smooth and delicious.  The charsiew is also the best I have eaten.  Airconditioned but seating is limited so you may have to wait in line as the eatery...More,50,2018-05-01,False
Bone and red marrow ,"My first visit to there was good but my second was changed to revisit there in future. I like to have any meat dish well done especially poultry. But assuming that it must be ok to eat as it is an Michelin star hawker outlet,...More",20,2018-04-01,True
Chan Special Soya Chicken Good Value,"The famous chicken has a special soya sauce, delicious and good value for $. You can have it with rice or noodles. Also, order add-ons like wanton soup, tahu with thai chilli sauce, bean sprout and green vegetable for a complete meal.",40,2018-04-01,False
Classic hawker marker,"Awesome food, lively atmosphere, eating alongside the locals. All cheap as you’d like. Highly recommend the hainanese chicken rice.",40,2018-04-01,True
Totally overrated ,"Apparently a Michelin chicken rice. It is
a soy chicken rice serve with plain white rice. Not the white chicken hainan chicken rice. For 3.80 you get a thigh chicken chopped into 4 pieces. Totally overrated. Not sure why it is a Michelin chicken rice....More",20,2018-04-01,True
Delicious chicken and rice,"This is a hectic place to go for lunch but we were lucky, we arrived at 12:30pm and used the digital order screen to skip the cue. It took about 10mins for food to come and it was delicious. We sat at shared tables and...More",50,2018-04-01,True
What were Michelin judge panel thinking ?,"Located along the Food street in Chinatown 
Occupied 2 shop lots with air conditioned sitting 
Order at the counter or from a machine at the entrance . Then given a queue no 
Find a table and wait for your number to be call . We...More",30,2018-04-01,True
Good chicken rice ,"Worth the trip to Chinatown- perhaps not as good as the typical Michelin star fare, but for two meals plus drinks for under $18 you can’t go wrong.",40,2018-04-01,True
Reputation alone does not justify the accolade,"This is the only hawker food awarded Michelin ONE star. Congratulation to the owner, Mr Chan, who, like many hawkers in Singapore, is hard working and totally dedicated to the one special dish, soya sauce chicken.
Are there better soya sauce chicken else where? definitely!...More",30,2018-03-01,False
Actually not bad at all...,"...I don’t know why I was even skeptical to begin with. I mean, it obviously got the Michelin star for a reason. The chicken just melts in your mouth, it’s great! Simple and all as the dishes are, the food is delicious.",50,2018-04-01,True
One of the better restaurants in Chinatown,"This is a franchise hence the dishes are approx. €4.50 each compared to $2.50 each in the original stall in the main eating complex at 335 on Smith St. However the food is very good, and can be compared to McDonalds fast food experience in...More",40,2018-04-01,True
Best chicken ever- Michelin star,Tried out on first day with the rice.  Great chicken without the fat.  Rice was soaked with chicken oil and not fatty.  The cheapest but greatest food to try in Singapore.  We only waited for about 15-20 minutes on Monday.  Sold by when we went...More,50,2018-04-01,False
ok chicken.,"First off, my preference for 'siew mei' chicken is 1stly roasted followed by boiled white chicken. Roasted chicken gives the tasty char from the maillard reaction to the chicken skin whereas although the boiled chicken doesn't taste as good, it trumps in the food textural...More",30,2018-04-01,False
Subpar Food,"Yo. So all this hype about a cheap Michelin star place to eat. It's exactly as you would expect, overhyped and overrated. 
So we were a party of four. Ordered a few of their  chicken noodles and their signature drink. Lines are endless, wait is...More",10,2018-04-01,True
Super Sedap Soya Chicken Noodle’s ,Soya chicken and noodles taste superb. Rice okay only and are very pleased with the price. Well done,50,2018-03-01,True
"just ok, below expectation","my expectation was high before eating at this restaurant since they got Michelin star rating. it was quite a long queue, but the food was really standard. not outstanding as i expected. i didn’t even finish the food.. maybe they should give much more effort...More",30,2018-04-01,True
Succulent chicken ,"The half chicken was beautifully poached, full of flavour and just cooked but no more. Just the way I like it!",40,2018-04-01,True
Great food,"We managed to find this one Michelin star little gem in Chinatown.
Great food with lots of taste.
Very busy but the wait for worth it.",50,2018-04-01,False
It didnt wow me for my 2nd n 3rd visit!,"I have to review it and to retract my 3.5 star given during my first review
Nevermind that finding seats is always challenging, but its roasted meat seemed to be so hard and charred as though it is serving from Last nite's leftovers!
Horrendous!
There...More",20,2018-02-01,False
So good soya chicken,"Got the soya chicken specialty of the house. With various items in the menu includes pork ribs, fried pork belly and thai tofu. The cashier clerk at time of visit is a snob and should be replaced not good for company image.",40,2018-03-01,True
Simple & tasty,"Not expect a huge & complicate menu, just few plates and that’s it! The signature dish, chicken rice is tasty, the chicken is succulent and the sauce is yummy! Quick service, clean restaurant and polite staff.
Worth a visit!",40,2018-04-01,True
What happened to the  “Michelin star” standards?,"I heard so much about this famous, cheapest Michelin star restaurant, that we had to try it. Before we headed there our expectations got lowered a lot, due to the warnings from Singaporeans. They were right, it is overrated. Even though we didn't expect high-end...More",20,2018-01-01,False
Chicken Rice,"Highly rated place in Chinatown, tons of tourists, very busy.  We probablu should have ordered a full chicken, will have to come back at another time.  Both restaurant and hawker stand have long lines!  Restaurant is priced higher.  Crowded!  Very good flavor and great value...other...More",50,2018-03-01,True
Michelin Meh,"After all the hype I was left largely disappointed by my visit. Rubbery noddles served unlovingly in a pool of greasy sauce, with some gristly chicken thrown on the side. It didn’t taste great, and I left most of it.",20,2018-03-01,True
Not to our taste,Chicken was bloody. Some of our groups meals had virtually no meat. Sauce wasn’t bad. If quality control of the chicken was improved would be great value for money.,20,2018-02-01,False
Hawker Chan Famous chicken,"Some of the best, and cheapest chicken meals around town.  The chicken is succulent and flavorful, and the rice was perfectly seasoned.  This was a curiosity due tot he Michelin annointment.  We went at prime lunch time, but the lines move fast and the food...More",50,2018-03-01,False
Michelin Star chicken rice and noodles,"The food is outstanding. The quality and the price are almost unbeatable. The chicken skin is very delicious, the meet itself very soft, white and tastefull. Rice and noodles on a high standard. The restaurant itself, hmm, what shall i say, very clean but the...More",50,2018-03-01,False
They could use some quality control.,"We didn’t want to wait for the long lines, so we got there at 2:30, only few people were ahead of us. Got the Soya chicken and rice, BBQ combo plate with noodles and our food was cold including the rice and noodles. We can...More",30,2018-02-01,False
"Very, very, good","For the price, this is awesome. I had chicken and rice and char siu and rice. Both were brilliantly cooked, soft, juicy and sweet. The distinct flavours of the meat and their skins blended deliciously with each bite. Super-tasty sauce on the rice. Both dishes...More",40,2018-03-01,False
So reasonable,Had the traditional Chicken and Rice dish at this restaurant in chinatown... very reasonable for this basic dish.. tasty sauce with it though.. loved sitting outside the restaurant watching everyone bustling past...,40,2018-03-01,False
Fun food,Lunch at Hawker Chan was a special star experience. Very good food in some  very special surroundings at a reasonable price in the most expensive city in the world. Try your self👍,50,2018-02-01,True
Bit over hyped but still good food,"Came here on my own and glad I did as finding a seat was a mission. Big queue but not as long as I had I was expecting (came after the rush I think). Queue moved quickly though, and although this is what needs to...More",40,2017-12-01,False
Good food but skip the queue,I went at 11am on a weekday and there was a queue of maybe 2 people in front of me. Using the automated ordering system was a little odd at first (given it was my first time having to use such a machine at a...More,50,2018-01-01,False
Overhyped Michelin star craze,You cant miss it as they market their Micheline star all over the place including still water bottles. We ordered famed Chicken rice. Chicken was full of blood in the middle and whole meal was just an average one. The only good point is the...More,20,2018-02-01,False
 Tasty chicken but nothing spectacular ,Of course we had to visit this store based on the owners Michelin star. The food was good but nothing to rave about. Maybe my expectations were to high but the food doesn’t deserve more than an average in my opinion.,30,2018-02-01,True
Cannot Find Anything Special,"I visited Hawker Chan before lunch-time; therefore, the queue wasn't too long, even though I had to wait several minutes before finally had my order taken.

I ordered chicken rice with soy sauce and roasted pork rice. To be honest, none of them tastes wonderful....More",30,2018-03-01,False
AVOID THIS FARCE!,"The Michelin guide must be totally diluted. This place is worse than McDonald’s and that’s not exaggerated at all. 
I ordered chicken noodle with added roast pork. When my number was finally called I got a dirty plate with some less than average chicken, pork...More",10,2018-03-01,True
$5 Michelin Star,"What else can you say...$5 for a Michelin star meal! It was a little hard to find as we went looking for the original hawker stand location inside of a larger mall. This is now located in its own ""restaurant"" right off the street in...More",50,2018-01-01,False
You won't find Michellin star street food,"Unfortunately this was not the Michellin star street food we were expecting. We arrived at a good time because a local said usually the line was around the corner instead of just out the door as it was.
The orders move quick and you struggle...More",20,2018-03-01,True
Hmmm,We visited due to the hype and a segment on a holiday TV show prior to our visit.   Its obvious that the popularity of the restaurant is due to the publicity and hype given the line but the food was average at best.   I’m sure...More,20,2018-03-01,True
Food was consistent...,Well Seriously i do not know how to rate a Michelin Star Hawker fare. I feel this restaurant is Consistent in its taste and quality. On both occasions i had had the soya sauce Chicken Noodles. They tasted pretty much the same. Well done on...More,40,2018-02-01,True
"Unfortunately, it did not live up to the hype","A group of us lined up first thing in the morning and after a 40 min wait we were pretty excited. However, the noodles were flat and not springy, the sauce was salty with no flavour, and the protein was unfortunately chewy.",20,2017-12-01,False
De-Licious!,Although the environment doesn't grant a Michelin star just close your eyes and enjoy. We ate a half soy chicken rice and pork rice. Both were out of this world. The chicken was juicy and falls apart in your mouth. The flavor of the soy...More,40,2018-02-01,False
Don’t believe everything you read,"Don’t believe everything you read. We visited Hawker Chan based on the reviews and the Michelin star - well it may have gained the star some years ago but it certainly doesn’t deserve it now.
The queue was long, the price was good, but the...More",10,2018-02-01,True
Cheapest Michelin star food you'll ever find,"You won't get Michelin star food cheaper than this anywhere in the world. 

We ate in the stall in the Chinatown Complex, not the new place they've opened across the road.

We paid 9 Singapore dollars for the two of us to have chicken and...More",40,2018-01-01,False
Best soy sauce chicken -- deserving of a Michelin star,I am Chinese and have lots and lots of soy sauce chicken.  This was the best ever and I am in my 60's!  It is moist and delicious -- Mr.. Chan deserves more than one Michelin star.  Must try in Singapore -- don't miss it.,50,2018-02-01,False
Good value and taste,"We went to the toa payoh outlet and ordered a mixed platter of roast pork and soy sauce chicken. 
The roast pork had a good crackling and tender. The soy sauce chicken did not disappoint which was flavorful and tender too. The noodle had a...More",40,2017-12-01,True
Most of the experience is waiting in the queue,"Given a 1 michelin star for its soya chicken.  Cant see it, but it was a great experience waiting in the queue  chatting to the locals. (we arrived at 10 am opening time to get served at 11 am). Met a local elderly man waitng...More",30,2018-02-01,False
Overated Hawker Chan,"Think Hawker Chan did a great job with the advertisement. The food is average and comparable with others or some are even better.
The price is higher than average. Trying it once is enough of an experience.",30,2018-02-01,True
A Singapore must-do,"Hawker Chan is a Singapore institution, 'street food' of Michelin quality at street food prices. You cannot ask for more.

It is a bit cramped inside and you do have to queue, but what the heck. It is good.",40,2018-02-01,False
Tasty chicken - no Michelin star,"Let's put first thing first - the place HAD Michelin star - no longer. This year they are mentioned in guide as ""bib gourmand"" - that indicate establishments offering high-quality products and services and good value for the money. The place didn't try to misrepresent...More",40,2018-01-01,False
couldn't finish it-undercooked chicken,The Hawker stall was sold out so I went to the full store and ordered the Chicken and Rice.  i did order the Chicken Thigh because I didn't want dry white meat. The meat i received was undercooked and had so many bones in it...More,20,2018-01-01,False
I have eaten better food,"I came to this place because of Michelin star. I can say that I have tried the same dishes in other places - and there was much better (for the same price). I got very dry rice, chicken with cartilage. Better go to try more...More",20,2018-01-01,False
"Great Pork Belly, so-so chicken ","Pretty good pork belly, chicken was good, but not Michelin Star level. I went on off hours and didn’t have to wait long.",40,2017-11-01,True
Seriously?,"This is like seriously? Michelin star??? Soggy rice, overly salty noodles. Porks were nothing more than regular. Chicken u would say it's alright or not bad but forgettable. I could get the same or better quality when the roaster in cold storage did well today....More",20,2017-12-01,True
Only Chicken & Noodles can make it.,"Not worth the queue n hype.
Noodles: is one of the best in sg....while is the normal common taste standard in hong kong eateries
Please skip the char siew@bbq meat and siow bak@roast pork belly

Why got Michelin Star?😅",30,2017-07-01,True
Terrible,"We were 4 friends that visit this fast food place. First of all the queue was quite long, took like 40 min to order(Which is fine if the foood is good). We all orderd the famous chicken and rice, took like another 15 min to...More",10,2017-12-01,False
Michelin Star??,"I had their famous soy bean chicken and was rather underwhelmed... the rice was dry, and the chicken undercooked. The soy beans had no flavour. The sauce on the chicken was delicious but not enough to make up for the rest of the meal. I’ve...More",30,2018-01-01,True
Harrassed by Gangster China Waiter at Toa Payoh branch,Went there for dinner one Saturday evening 20ty Jan. we ordered many dishes as it was our first time. Two tables were not enough to hold our dishes. We pulled in a third to join. Then came a surly waiter who shouted at me. He...More,10,2018-01-01,True
Good Food Cheap,"This hawker restaurant is one of only two Michelin Star shops in Singapore.  The food is cheap and delicious.  The only drawback is the bones in the chicken.  If you are to adverse to picking out bones, you will enjoy this stop.  Good good and...More",40,2018-01-01,False
Great soya chicken - Michelin star bargain ,My husband and I visited this after a tip and ordered the soya chicken obvs and bbq pork. We both preferred the pork but the chicken was also amazing great to try Michelin star food for S$3.50,40,2018-01-01,True
Bad service from cashie old aunty chinese,"Bad service from old aunty cashier, very grumpy and not polite , i've already order 1 portion 250gr roasted pork, and she ask me ""are you sure for this order 250gr roasted pork?"" With Not clearly language english mandarin mix language,and she hit the table...More",10,2018-01-01,True
Forget the char siu that you know,"The asking price for a plate of food might be higher than the other hawker centers, but believe me, it will be worth it. The char siu is to DIE FOR. It is succulent, juicy, oily and definitely bang for your buck. Dip it to...More",50,2018-01-01,True
Not sure why there is a 1 Michelin Star . . .,"We came here for lunch on a Friday and there wasn't a wait at all. I opted for the Soy Sauce Chicken Rice while my boyfriend got the same but with the addition of the Barbecue Pork. Needless to say, we were both quite hyped...More",30,2017-12-01,False
Inconsistent,"Plenty of hype about this place due to the Michelin star. Yes it is cheap and it is tasty.
We went twice as we were staying near by in Chinatown.
What I can say is that it's inconsistent.
The first time we went it was...More",30,2018-01-01,True
Tasty Hawker Food,"We went twice. The first time the Soya Chicken Rice was delicious...enticing us to come back a second time to brave the queues. The second time, not so delicious. We were disappointed by the inconsistency.",30,2018-01-01,True
Good value but not worth the hype,"Whilst the food was undoubtedly good value, I'm not sure it's worth the Michelin star and the queues. We went in a relatively non busy time but still waited about 15 min in line. The chicken lacked meat. We also ordered the ribs on noodles...More",40,2017-12-01,False
Amazing,This lives up to its reputation as an amazing value restaurant. It’s famous for soya chicken and rice. Not a big rice fan I opted for noodles. Chicken was moist and very tasty. Noodles well cooked. The price for all this was a staggering 3.80...More,50,2018-01-01,True
Michel-in—>out !,The chicken noodle & pork ribs were quite good but served cold. Prices ok. Waiting was long 40 min. Place crowded with nowhere to sit (further waiting). “Waiters” absolutely useless & unpleasant. We asked to clean a used table where we could sit; it took...More,20,2018-01-01,True
Michelin’s little joke,"Tried this as an experience but it was a real disappointment. Only good if you enjoy cold, boney and slimy chicken. In its favour, it is very inexpensive, but since we left most of the food and went elsewhere, it wasn’t so cheap.
Suspect my...More",10,2018-01-01,False
Take a Michelin star back!,Just visited - Michelin awarded chicken rice and chicken noodle were both served surprisingly cold with a few drops of the famous sauce on the rice. Be prepared to find sharp and fragmented bones inside the sliced chicken. The place is spoilt by its publicity....More,10,2018-01-01,True
Michel-in? Michel-out! ,"Who am I to judge local Asian food, but I seriously don’t understand why this place has a Michelin star. The food we had at other hawker stalls was far superior and tastier. Here, we were provided with a very long wait for half a...More",20,2018-01-01,True
Michelin Starred?,"Its hard to believe this place has a Michelin star.  While it is good, so are so many other dozens if not hundreds of places just like this across the city.  It seems as if Michelin wanted to give a star to a restaurant in...More",30,2018-01-01,False
Cold food on new place,"You See the quality Knowledge from the Chef. But i think the new store needs too much other workers and the system dont work!!
The Plates for the Next tablenumber are already done, when the chef Is still service the previous one.

Think the original...More",10,2018-01-01,True
The cheapest 1 star Michelin -- quite good,"It's like a fast-food but the Chicken Rice is good!
It's funny to be there knowing that it's 1 star Restaurant.
We may wait a little bit longer..",40,2018-01-01,True
"Michelin: No way, but good hawker quality","You get your money’s worth here, and quite tasty food, too. We ordered the soy sauce chicken (breast and tigh), vermicelli greens, tea and a can of Tiger beer. Moist, tender and tasty chicken, with dark soysauce rice. 23 Sdollars.

Not a rush of flavour,...More",40,2018-01-01,True
Was it worth it?,"Like most foodies, we were entranced by the idea of eating Michelin Star food in a hawker stall in Singapore. After a feat of navigation that would shame Marco Polo, we found this allusive famous chicken joint and lined up to get in. After half...More",30,2018-01-01,True
Michelin chicken etc,I had Hawker Chan a couple if times this month. The soya sauce chicken is consistently good. The chicken was v tender and the skin nicely flavored and not as salty as Hong Kong varieties. I also like tge char siew which unfortunately runs out...More,40,2018-01-01,True
Outlet at toa payoh hub,Went to the outlet at toa payoh but was disappointed. Chicken meat was as tough as frozen meat and dishes were cold... sauce was sweet and noodles was super oily. Perhaps the original stall at Chinatown is better.,30,2017-12-01,True
Glorified hawker food,"The chicken we had was nice and vegetables too. Try also the pork dish. The price is higher than in a hawker centre but not as high as restaurant. Basic interior, kind of fast food look. Good to try once.",40,2017-09-01,True
Disappointing ,"Queued for 40 mins to get lukewarm chicken rice. A great disappointment given all the hype,  only saving grace was the warmer vegetables.  Lots of better places around.",10,2017-12-01,True
DINNER AT HAWKER CHAN TAI SENG BRANCH,"Food was served fast . Soya Sauce Chicken soft and tender ....,, delicious 😋 For one whole chicken costs $25 and plain noodle $1.50",50,2017-11-01,True
Temporary bout of insanity befalls Michelin reviewers,"The Michelin guide stunned the culinary world in 2016 by awarding a Michelin star to a Singapore food stall in 2016 – now there are actually two hawkers in Singapore that carry this particular distinction. 

So needless to say, one must check these places out...More",30,2017-12-01,False
Best chicken rice ever,"I was a bit skeptical at the beginning as I thought it was just a Chinese fast food ""better dressed"", but I had to change mind as I ate the best rice and chicken of my entire life. Highly recommended. I will be back.",50,2017-12-01,True
Family lunch,Came here to try out the 1st Michelin Star hawker foods. I must the foods indeed live up to its reputation. My kids and wife enjoy every bits of it. Highly recommended and I must try to get a table and seat first before order....More,50,2017-12-01,True
overhyped below average hawker fare,The food certainly doesn't deserve a michelin star because most of the roast meat stalls at the hawker centres in sgp do a better job than Hawker Chan. The sauce that came with the noodles was too salty and overwhelmed the dish.The bbq meat was...More,10,2017-12-01,True
What a con job,"The most overhyped and underwhelming experience. Shame on the Michelin people to have created all the excitement around what is a very average experience. 

Ask any Singapore cabbie and they’ll be happy to recommend a half dozen places that are significantly better than this tiny,...More",10,2017-12-01,True
Major Let Down,"Originally, I wanted to visit the 1 Michelin star rated Liao Fan HK Chicken Rice stall located at the Chinatown Food Complex opposite this shop. However unexpectedly, it was closed (on a Tuesday). So I'm left with no choice but to try this ""branch"" with...More",30,2017-10-01,True
Really is good!,"I wasn't sure if this place really was going to live up to the hype, but it really did! I had a serve of the soya sauce chicken, and some chinese bbq roast pork. Both were awesome! Highly recommended.",50,2017-12-01,False
good portion and taste,"You can finf hawker chan in Smithe street in Chinatown. I went here for breakfast, and it was nice. I love their soy sauce on the top of the rice. I even came back in the next day for breakfast. I tried their branch in...More",50,2017-12-01,False
Not much to write about,"Taken here for lunch on my first day of three in Singapore, by some Chinese friends I haven't seen or spoken to since Cardiff University in the early 1990's. We had undertaken the obligatory tour of Chinatown, its museums and temples, and they wanted to...More",30,2017-12-01,False
Michelin star? McDonald's was better...,I visited here with some friends as we had heard good things. The custome service from the off set wasn't great. We were trying to order and the woman behind the till decided to talk to her friend instead...after she had asked for our order....More,10,2017-12-01,True
Michelin star??,We were told to avoid the lunch time queues so got there just after 2pm and just walked in.  It is claimed to be the cheapest Michelin star restaurant and as such there is no table service; a mish mash of plastic and metal cutlery...More,30,2017-11-01,False
A really unique Michelin 1* restaurant,"A unique restaurant and despite having heard about the queues only waited about 5 minutes at the height of the lunchtime rush.  The food was really tasty, but could have been warmer.  Amazing value at $13 for two.  Be prepared to share a table and...More",30,2017-12-01,False
As Delicious as was Expected,"As we were booked at a hotel nearby, we definitely had to try this out. We probably came at about the time the lunch crowd have already left and the dinner crowd have yet to arrive because there was barely anyone in the queue, which...More",50,2017-12-01,False
"Cheap eats, but amazing chicken. Get ready to wait though.","There's a queue, and it's hot in Singapore.

In any case, after waiting 30 minutes (I think that was a short line is my understanding) we got two noodle plates, an extra large meat serving plus a side of veggies. All for $14 SGD.

All...More",50,2017-11-01,False
Cheapest Michelin start restaurant in the world,"Plain,but good,not something what you would expect from Michelin start places,  it this is differen. Simple dishes like chicken with noodles ,nothing fancy, just tasty, and thats why recommendations if you are in Singapore, a must place to visite",50,2017-12-01,False
Tasty,This restaurant is located at China Town. Food is tasty but you will have to queue long line. So many guests (both locals and tourists) come here. It looks like full everyday. Price is reasonable. Love the soy sauce chicken noodles and stir fried kailan...More,40,2017-12-01,True
"Tasty, but not worth the wait","I'm sensing a pattern w/ over-hyped, award winning places high on tourist review lists.  (1) always crowded; long line waits (2) food not so phenomenal.  To be sure, the soya sauce chicken was delicious & the price is cheap. I really think it's the quality...More",40,2017-11-01,False
OK but nothing special,I’ve had better chicken rice even if it was quite good. One person in our company got the chicken a bit raw though. I wouldn’t say they deserve a Michelin star but the food was OK overall.,30,2017-11-01,True
Worst chicken and rice in Singapore ,"Chicken was undercooked and cold. Asked for a change but staff was very rude. The chef threw the chicken in the trash very aggressively. As a local, there are plenty of better places to eat chicken rice. Hawker center a cross the road is much...More",10,2017-11-01,True
Very good but don’t have high expectations!,"Hawker Chan is an award winning Michelin Star chef known for the cheapest Michelin Star meal in the world. I went to his original hawker stand in the food complex (unit 02-126) but it was too busy. Fortunately, he also has a restaurant outside the...More",40,2017-11-01,True
Expectations too High,"Very very disappointing to be so excited to try the worlds cheapest Michelin Star food for it to turn out to be terrible and most of my table found it inedible. I didn't mind the noodles but nothing to write home about, the famous chicken...More",20,2017-11-01,False
Not as great as it seems ,"Pricing was slightly pricy as compared to a few better store nearby that area which is located at Coffeeshop. 

Using the famous Michelin star to open the star quality of the food was not really controlled. 

Not bad just for the food otherwise nothing much...More",30,2017-11-01,True
WHAT'S A MICHELIN STAR,"Wonder what’s the criteria for getting a Michelin Star and what’s so overwhelming about it.  If I have a choice in this review, I wouldn’t even give it a star. One of the stallholder’s attitude was terrible when I asked for ‘no bones” chicken.  Good...More",10,2017-11-01,False
Worth the price,Went to Hawker Chan's outlet at Chinatown Food Complex and loved the value for money. We tried the soy sauce chicken rice and I can say that it is definitely worth the $2 that it costs.,30,2017-11-01,False
Worth the hype,"After Mr Chan was awarded 1 Michelin star for his food stall at the Smith Street Food Centre, he moved on to set up a chain of restaurants with a local business partner. These are fuss free, fast food affairs. You pay a bit more...More",40,2017-11-01,True
Our first and definitely worth it!,"This is where we had our first Michelin-starred meal. If you like Asian dishes, try this place. The food is good and budget friendly (considering it's a Michelin star awardee). The only con I can think of is you have to fall in a long...More",50,2017-02-01,False
The famous soy sauce chicken.,"We tried the famous soy sauce chicken with noodles. It's really tasty and the chicken is super tender. We tried the one in the food court for a more authentic experience. Honestly, even if the chicken is great, is it really enough for a Michelin...More",40,2017-10-01,True
Valueable Restaurant,"Supreme taste with Superb order management in China Town, valueable to all customers with rich price.",50,2017-11-01,True
Award worthy soy sauce chicken,"Tip:  If this is your first time, I would recommend the soy sauce chicken with noodles and the 3 combination platter (char siew, roasted pork, pork ribs).  With that you would have pretty much covered the essentials.

The soy sauce chicken with noodles was delicious....More",40,2017-07-01,False
I’ll do it again,"I am not sure why they have the Michelin Star but food is definitively good. You feel in some kind of Asian McDonald’s, but the food is actually very good. They know their Menu, stick to the soy chicken, pork ribs and noodles.",40,2017-10-01,True
"For the Price, Excellent","I made a rookie mistake and ordered 3 plates, thinking at 4 SGD apiece I was getting small plates. Oops. 

I thought for the price, the food was excellent. I ate there twice in my 3 day stay in Singapore",40,2017-10-01,False
Very good for the price,"We went on a Monday morning, arrived there at about 11ish. There was no queue outside and could easily got a table.
There were many soya sauce chicken on display so I guess the chicken was popular.
We ordered the soya sauce chicken noodles, soup...More",40,2017-10-01,True
A different kind of Chicken Rice ,"I have been desperate to visit this Michelin rated place for chicken rice for AGES. 

The restaurant, service and value was top notch. However as a Hiananese  Chicken Rice addict I wasn’t so sold on the Soya Sauce Chicken that is the signature dish of...More",40,2017-10-01,True
Food standard not standardized ,"The chicken is really tender and the taste is nice. I've always like soya sauce chicken and I'll rank this no.1 on my list. 
Sadly, when we ordered the 2nd portion, the meat was not cut proportionally and it effected how it absorb the sauce....More",40,2017-10-01,True
Not blown away,I wasn't overly impressed with the food. We got lucky and didn't have much of a wait. The chicken wasn't very good but the rice was definitely tasty,30,2017-09-01,True
"Michelin, huh?","Dont know how this got a Michelin star. The one thing that is true, is that it is cheap, but please just go to the foodstreet around the corner, or any other Chinatown restaurant, like Yum cha if you want to sit indoor.

This Chan...More",20,2017-09-01,True
Cheap and good,"The food is cheap and great in my opinion. Pork and noodles is the best, was not so fond of the chicken as it contained bones and its hard to eat with chopsticks. However the chicken tastes great. Prices are decent, service is fast even...More",40,2017-09-01,True
Good experience,"For me this was like a good quality fast food style restaurant the food is good and is not expensive.
I like the laid back approach in the dinning style but this does not effect the food that has a good depth of flavour and...More",40,2017-04-01,False
Michelin... really?,"Chan is supposedly the cheapest Michelin restaurant in the world! 

When in Singapore on business trip last week, I paid a visit to try it first hand, and see if it was worth the hype. 

Service is reasonnably quick & efficient. One can eat on...More",20,2017-09-01,False
Badly burnt Char Siew sold,"I visited the restaurant at 78 smith street today at 6pm to order chicken, 1/2 kg char siew and roast pork for takeaway.  As I was at the food counter, I was able to observed the staff  how they packed my my order.  I noticed...More",10,2017-09-01,False
cheap n good eats,"Would have given it 4 stars if not for the tables and chairs reminding you of school or worse prison canteen 

The soy sauce chicken w char siew (bbq pork) was very good with chicken tender and bbq well caramelised! 

It's deserving of a michelin...More",30,2017-09-01,True
Overhyped. ,"Meh. This did not live up to the hype. 

Lucky we were in the area and didn't trek out to Chinatown just to eat here. 

We ordered the roast chicken rice & BBQ pork hor fun. 
Chicken & pork were cold & portions were very...More",30,2017-08-01,True
Dinner,"I feel that everyone has their personal standards and I had a pleasant experience.
I ordered the roasted pork noodles with soy chicken. It wad delicious with even the noodles alone. 
Definitely I will return again.",40,2017-09-01,True
Liao Fan Hawker Chan,We were really excited to eat here given the Michelin Star rating. We arrived at about 5 pm and ordered the famous chicken rice. Yes it was tasty but I am no chicken rice expert but definitely cannot see why it deserved a Michelin Star!...More,30,2017-08-01,False
Disappointing,"Didn't mind the long line outside, that was expected. Did find a table pretty quickly. What I very much did mind was that most food we ordered was just about cold, where it is supposed to be hot. Very disappointing.",20,2017-09-01,True
Good for the cheap Michelin Experience,"Coming from someone who has never tried a Michelin star meal, the food was pretty good and only costs a few American dollars. Obviously, be prepared to wait at least 20-30 minutes in line to order, but once our order was in the food came...More",30,2017-08-01,True
Love their Soyasauce chicken noodle!,"Love their food! Fast although blockbuster line, packed with people. Food was great, good serving size, prices are 3.80-4.80 for meals. Bang for your buck! Left my wallet there this afternoon, and I came back maybe 20-30 minutes after and i was able to retrieve...More",50,2017-08-01,True
Very tasty and fast,"I really enjoyed the chicken rice. The original meal is soya sauce chicken rice (3.80 SDollar). I suggest if you are hungry get 2. My wife ate pork ribs noodle (5.00), she liked it very much. Drinks 1,60-1,80",50,2017-08-01,True
Delicious Food.. Sooo good. ,"When we were in Singapore we were searching for a good restaurant with good food and we found this place Hawker Chan. We ate lunch there and the place was so packed but it's worth waiting, the food we ordered we're so good. We love...More",50,2017-07-01,True
I expected better,"This place was a bit overrated, I was there early in the morning when they opened. I went to take my order as soon as it appeared ready on the display, the place has a very cold air con and my food was not so...More",30,2017-08-01,False
Hawker Chan @ Smith Street,"The best! 

1. Soy Sauce chicken rice - the skin taste so nice 

2. Roasted Char Siew 

3. Roasted pork - I seldom eat this but after eating, I love it. Great taste and crispy

Also ordered the bean sprout. $3 for such a big...More",50,2017-08-01,True
